Mission ID,Mission Date,Theater of Operations,Country,Air Force,Unit ID,Aircraft Series,Callsign,Mission Type,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target ID,Target Country,Target City,Target Type,Target Industry,Target Priority,Target Latitude,Target Longitude,Altitude (Hundreds of Feet),Airborne Aircraft,Attacking Aircraft,Bombing Aircraft,Aircraft Returned,Aircraft Failed,Aircraft Damaged,Aircraft Lost,High Explosives,High Explosives Type,High Explosives Weight (Pounds),High Explosives Weight (Tons),Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight (Pounds),Incendiary Devices Weight (Tons),Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight (Pounds),Fragmentation Devices Weight (Tons),Total Weight (Pounds),Total Weight (Tons),Bomb Damage Assessment,Source ID,id,start_week
30026,1943-12-30,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,13644,ITALY,FERENTINO,NA,ARMAMENT AND ORDNANCE PLANTS,NA,41.68,13.28,NA,12,NA,NA,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,406,1943-12-27
30029,1943-12-30,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,15112,ITALY,FROSINONE,NA,NA,NA,41.63,13.37,NA,10,NA,NA,NA,NA,NA,NA,20,500 LB GP (GP-M43/M64),NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,407,1943-12-27
30034,1943-12-30,MTO,USA,12 AF,27 FBG,A36,NA,NA,GUADO AIRFIELD,ITALY,40.62,14.9125,38311,ITALY,SANT ELIA,NA,NA,NA,38.1,13.53,NA,6,NA,NA,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,408,1943-12-27
30360,1943-12-31,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,15112,ITALY,FROSINONE,NA,NA,NA,41.63,13.37,NA,12,NA,12,2,12,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,409,1943-12-27
30929,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9280,ITALY,COLLEFERRO,NA,NA,NA,41.72,13,NA,68,NA,68,1,1,NA,NA,136,500 LB GP (GP-M43/M64),NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,410,NA
30947,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,8304,ITALY,CECCANO,NA,NA,NA,41.55,13.33,NA,12,NA,NA,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,411,NA
30954,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,39885,ITALY,SEVERA,NA,NA,NA,39.08,8.83,NA,6,NA,NA,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,412,NA
30956,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9070,ITALY,CIVITAVECCHIA,NA,NA,NA,42.1,11.78,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,413,NA
30995,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9280,ITALY,COLLEFERRO,NA,NA,NA,41.72,13,NA,34,NA,34,1,NA,NA,NA,68,500 LB GP (GP-M43/M64),NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,414,NA
31211,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9070,ITALY,CIVITAVECCHIA,NA,NA,NA,42.1,11.78,NA,6,NA,NA,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,415,NA
31278,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,7864,ITALY,CASSINO,NA,NA,NA,41.48,13.82,NA,18,NA,18,1,NA,NA,NA,36,500 LB GP (GP-M43/M64),NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,416,NA
31293,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,1395,ITALY,AQUINO,NA,NA,NA,41.48,13.7,NA,0,NA,NA,NA,32,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,417,NA
31818,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,28721,ITALY,MONTE PORCHIA,NA,NA,NA,41.43,13.9,NA,68,NA,68,1,2,NA,NA,136,500 LB GP (GP-M43/M64),NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,418,NA
32144,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,8420,ITALY,CERVARO,NA,NA,NA,41.47,13.9,NA,77,NA,77,3,7,NA,NA,154,500 LB GP (GP-M43/M64),NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,NA,NA,419,NA
32145,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,36829,ITALY,ROME,NA,NA,NA,41.9,12.47,NA,66,NA,66,1,1,NA,NA,132,500 LB GP (GP-M43/M64),NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,420,NA
32147,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,28742,ITALY,MONTE TROCCHIO,NA,NA,NA,41.47,13.88,NA,34,NA,NA,NA,NA,NA,NA,68,500 LB GP (GP-M43/M64),NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,421,NA
32151,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,1395,ITALY,AQUINO,NA,NA,NA,41.48,13.7,NA,15,NA,NA,NA,NA,NA,NA,30,500 LB GP (GP-M43/M64),NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,422,NA
32152,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9070,ITALY,CIVITAVECCHIA,NA,NA,NA,42.1,11.78,NA,NA,NA,NA,NA,NA,NA,NA,21,500 LB GP (GP-M43/M64),NA,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,NA,NA,423,NA
32153,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,7864,ITALY,CASSINO,NA,NA,NA,41.48,13.82,NA,10,NA,NA,NA,NA,NA,NA,20,500 LB GP (GP-M43/M64),NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,424,NA
32156,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,8420,ITALY,CERVARO,NA,ARMAMENT AND ORDNANCE PLANTS,NA,41.47,13.9,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,425,NA
32159,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,90359,ITALY,41 40 N 012 40 E,NA,NA,NA,41.67,12.67,NA,3,NA,NA,NA,NA,NA,NA,6,500 LB GP (GP-M43/M64),NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,426,NA
32188,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,2084,ITALY,AUSONIA,NA,NA,NA,41.58,13.38,NA,47,NA,47,NA,1,NA,NA,94,500 LB GP (GP-M43/M64),NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,NA,NA,427,NA
32193,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,44833,ITALY,VELLETRI,NA,NA,NA,41.68,12.78,NA,24,NA,NA,NA,NA,NA,NA,48,500 LB GP (GP-M43/M64),NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,428,NA
32199,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,1395,ITALY,AQUINO,NA,NA,NA,41.48,13.7,NA,11,NA,NA,NA,NA,NA,NA,22,500 LB GP (GP-M43/M64),NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,429,NA
32402,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,1395,ITALY,AQUINO,NA,NA,NA,41.48,13.7,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,430,NA
32403,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,8420,ITALY,CERVARO,NA,ARMAMENT AND ORDNANCE PLANTS,NA,41.47,13.9,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,431,NA
32406,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,8420,ITALY,CERVARO,NA,NA,NA,41.47,13.9,NA,7,NA,NA,NA,NA,NA,NA,14,500 LB GP (GP-M43/M64),NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,432,NA
32711,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,15112,ITALY,FROSINONE,NA,NA,NA,41.63,13.37,NA,52,NA,52,1,2,NA,NA,104,500 LB GP (GP-M43/M64),NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,433,NA
32726,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,43021,ITALY,TERRACINA,NA,NA,NA,41.27,13.25,NA,10,NA,10,NA,3,NA,NA,20,500 LB GP (GP-M43/M64),NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,434,NA
32727,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,32826,ITALY,PALESTRINA,NA,NA,NA,41.82,12.92,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,435,NA
32730,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,8073,ITALY,CASTELFORTE,NA,NA,NA,41.3,13.8,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,436,NA
32796,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,29395,ITALY,MT CEDRO,NA,NA,NA,41.43,13.88,NA,16,NA,16,1,9,NA,NA,32,500 LB GP (GP-M43/M64),NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,437,NA
32797,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,29395,ITALY,MT CEDRO,NA,NA,NA,41.43,13.88,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,438,NA
33043,1944-01-10,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,36829,ITALY,ROME,NA,NA,NA,41.9,12.47,NA,16,NA,16,1,NA,NA,NA,32,500 LB GP (GP-M43/M64),NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,439,1944-01-10
33094,1944-01-11,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,40560,ITALY,SORA,NA,NA,NA,41.7,13.62,NA,24,NA,24,NA,NA,NA,NA,48,500 LB GP (GP-M43/M64),NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,440,1944-01-10
33095,1944-01-11,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,40560,ITALY,SORA,NA,NA,NA,41.7,13.62,NA,24,NA,NA,NA,NA,NA,NA,48,500 LB GP (GP-M43/M64),NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,441,1944-01-10
33647,1944-01-12,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,45315,ITALY,VILLA LATINA,NA,ARMAMENT AND ORDNANCE PLANTS,NA,41.62,13.18,NA,48,NA,48,1,1,NA,NA,96,500 LB GP (GP-M43/M64),NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,442,1944-01-10
33654,1944-01-12,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,2178,ITALY,AVEZZANO,NA,NA,NA,42.03,13.43,NA,12,NA,NA,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,443,1944-01-10
33655,1944-01-12,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,15112,ITALY,FROSINONE,NA,NA,NA,41.63,13.37,NA,12,NA,NA,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,444,1944-01-10
33656,1944-01-12,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,45315,ITALY,VILLA LATINA,NA,ARMAMENT AND ORDNANCE PLANTS,NA,41.62,13.18,NA,12,NA,12,1,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,445,1944-01-10
33657,1944-01-12,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,2178,ITALY,AVEZZANO,NA,ARMAMENT AND ORDNANCE PLANTS,NA,42.03,13.43,NA,12,NA,NA,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,446,1944-01-10
33661,1944-01-12,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,7864,ITALY,CASSINO,NA,NA,NA,41.48,13.82,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,447,1944-01-10
33923,1944-01-13,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,13644,ITALY,FERENTINO,NA,NA,NA,41.68,13.28,NA,35,NA,35,1,2,NA,NA,70,500 LB GP (GP-M43/M64),NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,448,1944-01-10
33924,1944-01-13,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,15112,ITALY,FROSINONE,NA,NA,NA,41.63,13.37,NA,24,NA,24,2,3,NA,NA,48,500 LB GP (GP-M43/M64),NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,449,1944-01-10
33933,1944-01-13,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,15112,ITALY,FROSINONE,NA,NA,NA,41.63,13.37,NA,15,NA,15,NA,5,NA,NA,30,500 LB GP (GP-M43/M64),NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,450,1944-01-10
33934,1944-01-13,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,15112,ITALY,FROSINONE,NA,NA,NA,41.63,13.37,NA,12,NA,NA,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,451,1944-01-10
33935,1944-01-13,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,20689,ITALY,ISOLA DOVARESE,NA,NA,NA,41.67,13.58,NA,12,NA,NA,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,452,1944-01-10
33936,1944-01-13,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,44672,ITALY,VALMONTONE,NA,NA,NA,41.77,12.95,NA,11,NA,NA,NA,NA,NA,NA,22,500 LB GP (GP-M43/M64),NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,453,1944-01-10
33942,1944-01-13,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,44672,ITALY,VALMONTONE,NA,NA,NA,41.77,12.95,NA,6,NA,NA,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,454,1944-01-10
33945,1944-01-13,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,7864,ITALY,CASSINO,NA,NA,NA,41.48,13.82,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,455,1944-01-10
33999,1944-01-14,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,1311,ITALY,ANZIO,NA,NA,NA,41.45,12.63,NA,41,NA,41,NA,3,NA,NA,82,500 LB GP (GP-M43/M64),NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,NA,456,1944-01-10
34203,1944-01-14,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,33612,ITALY,PICINISCO,NA,NA,NA,41.65,13.88,NA,31,NA,31,2,NA,NA,NA,62,500 LB GP (GP-M43/M64),NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,457,1944-01-10
34207,1944-01-14,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,37469,ITALY,S ANGELO,NA,NA,NA,41.45,13.83,NA,7,NA,NA,NA,NA,NA,NA,14,500 LB GP (GP-M43/M64),NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,458,1944-01-10
34208,1944-01-14,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,40560,ITALY,SORA,NA,NA,NA,41.7,13.62,NA,7,NA,NA,NA,NA,NA,NA,14,500 LB GP (GP-M43/M64),NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,459,1944-01-10
34574,1944-01-15,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,38322,ITALY,SANTA ELIA,NA,NA,NA,41.53,13.88,NA,22,NA,22,1,NA,NA,NA,44,500 LB GP (GP-M43/M64),NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,460,1944-01-10
34576,1944-01-15,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,38322,ITALY,SANTA ELIA,NA,NA,NA,41.53,13.88,NA,10,NA,NA,NA,NA,NA,NA,20,500 LB GP (GP-M43/M64),NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,461,1944-01-10
34577,1944-01-15,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,38322,ITALY,SANTA ELIA,NA,NA,NA,41.53,13.88,NA,8,NA,8,1,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,462,1944-01-10
34578,1944-01-15,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,33612,ITALY,PICINISCO,NA,NA,NA,41.65,13.88,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,463,1944-01-10
34816,1944-01-16,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,14087,ITALY,FLORENCE,NA,NA,NA,43.77,11.25,NA,NA,NA,41,1,3,NA,NA,41,500 LB GP (GP-M43/M64),NA,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.25,NA,NA,464,1944-01-10
34820,1944-01-16,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,2178,ITALY,AVEZZANO,NA,ARMAMENT AND ORDNANCE PLANTS,NA,42.03,13.43,NA,12,NA,NA,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,465,1944-01-10
34830,1944-01-16,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,14087,ITALY,FLORENCE,NA,ARMAMENT AND ORDNANCE PLANTS,NA,43.77,11.25,NA,NA,NA,NA,NA,NA,NA,NA,13,500 LB GP (GP-M43/M64),NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,466,1944-01-10
34888,1944-01-17,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,1395,ITALY,AQUINO,NA,NA,NA,41.48,13.7,NA,47,NA,47,NA,1,NA,NA,94,500 LB GP (GP-M43/M64),NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,NA,NA,467,1944-01-17
34889,1944-01-17,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,2178,ITALY,AVEZZANO,NA,NA,NA,42.03,13.43,NA,44,NA,44,1,1,NA,NA,88,500 LB GP (GP-M43/M64),NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,468,1944-01-17
34899,1944-01-17,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,32871,ITALY,PALO,NA,NA,NA,41.9,12.22,NA,12,NA,NA,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,469,1944-01-17
34900,1944-01-17,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,7518,ITALY,CAPISTRELLO,NA,NA,NA,41.97,13.38,NA,12,NA,NA,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,470,1944-01-17
35102,1944-01-17,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,30259,ITALY,NETTUNO,NA,NA,NA,41.47,12.63,NA,11,NA,NA,NA,NA,NA,NA,22,500 LB GP (GP-M43/M64),NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,471,1944-01-17
35103,1944-01-17,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,1311,ITALY,ANZIO,NA,NA,NA,41.45,12.63,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,472,1944-01-17
35106,1944-01-17,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,42742,ITALY,TARQUINIA,NA,NA,NA,42.25,11.75,NA,6,NA,NA,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,473,1944-01-17
35107,1944-01-17,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,42742,ITALY,TARQUINIA,NA,NA,NA,42.25,11.75,NA,6,NA,NA,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,474,1944-01-17
35149,1944-01-18,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,2178,ITALY,AVEZZANO,NA,ARMAMENT AND ORDNANCE PLANTS,NA,42.03,13.43,NA,40,NA,40,NA,NA,NA,NA,80,500 LB GP (GP-M43/M64),NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,475,1944-01-17
35151,1944-01-18,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,33717,ITALY,PIGNATARO,NA,NA,NA,41.2,14.18,NA,31,NA,31,1,1,NA,NA,62,500 LB GP (GP-M43/M64),NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,476,1944-01-17
35152,1944-01-18,MTO,USA,12 AF,86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,33717,ITALY,PIGNATARO,NA,NA,NA,41.2,14.18,NA,28,NA,28,2,NA,NA,NA,56,500 LB GP (GP-M43/M64),NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,477,1944-01-17
