Mission ID,Mission Date,Theater of Operations,Country,Air Force,Unit ID,Aircraft Series,Callsign,Mission Type,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target ID,Target Country,Target City,Target Type,Target Industry,Target Priority,Target Latitude,Target Longitude,Altitude (Hundreds of Feet),Airborne Aircraft,Attacking Aircraft,Bombing Aircraft,Aircraft Returned,Aircraft Failed,Aircraft Damaged,Aircraft Lost,High Explosives,High Explosives Type,High Explosives Weight (Pounds),High Explosives Weight (Tons),Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight (Pounds),Incendiary Devices Weight (Tons),Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight (Pounds),Fragmentation Devices Weight (Tons),Total Weight (Pounds),Total Weight (Tons),Bomb Damage Assessment,Source ID,id,start_week
139396,1943-01-19,MTO,USA,9 AF,12 BG,B25,NA,NA,TMED EL CHEL,LIBYA,30.701947,12.483989,NA,LIBYA,BATTLE AREA WEST OF TARHUNA,NA,NA,NA,32.67,13.16,80,12,11,11,NA,NA,NA,NA,NA,500 LB GP (GP-M43/M64),NA,12.9,NA,NA,NA,0,NA,NA,NA,0,NA,12.9,NA,NA,1730,1943-01-18
139400,1943-01-19,MTO,USA,9 AF,12 BG,B25,NA,NA,TMED EL CHEL,LIBYA,30.701947,12.483989,NA,LIBYA,CASTEL BENITO L7516,NA,NA,NA,32.67,13.16,110,9,9,9,NA,NA,NA,NA,NA,250 LB GP (GP-M57),NA,9,NA,NA,NA,0,NA,NA,NA,0,NA,9,NA,NA,1731,1943-01-18
139715,1943-01-19,CBI,USA,10 AF,IATF (7 BS),B24,NA,1,GAYA,INDIA,24.74444,84.951111,NA,BURMA,THAZI,WAREHOUSES,NA,NA,20.85,96.05,NA,4,4,4,NA,NA,NA,NA,NA,NA,18000,9,NA,NA,NA,0,NA,NA,NA,0,18000,9,NA,23,1732,1943-01-18
139716,1943-01-19,CBI,USA,10 AF,IATF (7 BS),B24,NA,1,PANDAVESWAR,INDIA,23.646067,87.347661,NA,BURMA,BASSEIN,DOCK,NA,NA,16.766667,94.716667,NA,3,3,3,NA,NA,NA,NA,NA,NA,9000,4.5,NA,NA,NA,0,NA,NA,NA,0,9000,4.5,NA,22,1733,1943-01-18
139718,1943-01-20,MTO,USA,9 AF,376 BG DET A,B24,NA,NA,ABU SUEIR,EGYPT,30.572664,32.095342,NA,LIBYA,TRIPOLI,NA,NA,NA,32.92,13.08,235,11,9,9,NA,NA,NA,NA,45,1000 LB GP (GP-M44/M65),NA,22.5,NA,NA,NA,0,NA,NA,NA,0,NA,22.5,NA,NA,1734,1943-01-18
139721,1943-01-20,MTO,USA,9 AF,12 BG,B25,NA,NA,TMED EL CHEL,LIBYA,30.701947,12.483989,NA,LIBYA,ROAD FROM SORMAN TO ZANIA,NA,NA,NA,32.75,12.67,85,11,10,10,NA,NA,NA,NA,NA,250 LB GP (GP-M57),NA,12,NA,NA,NA,0,NA,NA,NA,0,NA,12,NA,NA,1735,1943-01-18
139722,1943-01-20,MTO,USA,9 AF,12 BG,B25,NA,NA,TMED EL CHEL,LIBYA,30.701947,12.483989,NA,LIBYA,"""ROAD EAST OF MEDININ, TUNISIA""",NA,NA,NA,32.76,12.64,80,9,9,9,NA,NA,NA,NA,NA,250 LB GP (GP-M57),NA,8.875,NA,NA,NA,0,NA,NA,NA,0,NA,8.875,NA,NA,1736,1943-01-18
139740,1943-01-20,MTO,USA,9 AF,98 BG,B24,NA,NA,FAYID (LG-211),EGYPT,30.31666667,32.3,NA,LIBYA,TRIPOLI,NA,NA,NA,32.92,13.08,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,16,NA,69,1737,1943-01-18
139792,1943-01-22,MTO,USA,9 AF,12 BG,B25,NA,NA,TMED EL CHEL,LIBYA,30.701947,12.483989,NA,TUNISIA,LG WEST OF MEDENINE AND BEN GARDANE,NA,NA,NA,33.35,10.51,80,12,12,12,NA,NA,NA,NA,6,500 LB GP (GP-M43/M64),NA,1.5,NA,NA,NA,0,NA,NA,NA,0,NA,1.5,NA,NA,1738,1943-01-18
139793,1943-01-22,MTO,USA,9 AF,12 BG,B25,NA,NA,TMED EL CHEL,LIBYA,30.701947,12.483989,NA,TUNISIA,LG WEST OF MEDENINE AND BEN GARDANE,NA,NA,NA,33.35,10.51,80,12,12,12,NA,NA,NA,NA,NA,250 LB GP (GP-M57),NA,11,NA,NA,NA,0,NA,NA,NA,0,NA,11,NA,NA,1739,1943-01-18
139847,1944-06-16,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,ROME CIAMPINO AIRFIELD,ITALY,41.799444,12.597222,90523,ITALY,43 00 N 010 40 E,NA,NA,NA,43,10.67,NA,23,NA,23,1,1,NA,NA,46,500 LB GP (GP-M43/M64),NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,1740,1944-06-12
139869,1944-06-16,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,ROME CIAMPINO AIRFIELD,ITALY,41.799444,12.597222,34476,ITALY,PONTEGINORI,NA,NA,NA,43.33,10.75,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1741,1944-06-12
140039,1943-01-23,MTO,USA,9 AF,12 BG,B25,NA,NA,TMED EL CHEL,LIBYA,30.701947,12.483989,NA,TUNISIA,LG WEST OF MEDENINE AND PP,NA,NA,NA,33.35,10.51,100,12,12,12,NA,NA,NA,NA,NA,250 LB GP (GP-M57),NA,12,NA,NA,NA,0,NA,NA,NA,0,NA,12,NA,NA,1742,1943-01-18
140097,1943-01-23,MTO,USA,9 AF,98 BG,B24,NA,NA,FAYID (LG-211),EGYPT,30.31666667,32.3,NA,ITALY,PALERMO,NA,NA,NA,38.13,13.36,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,12.5,NA,70,1743,1943-01-18
140098,1943-01-23,MTO,USA,9 AF,376 BG DET A,B24,NA,NA,ABU SUEIR,EGYPT,30.572664,32.095342,NA,ITALY,NAPLES,NA,NA,NA,40.84,14.28,0,9,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,94,1744,1943-01-18
140415,1943-01-24,MTO,USA,9 AF,12 BG,B25,NA,NA,TMED EL CHEL,LIBYA,30.701947,12.483989,NA,TUNISIA,LG WEST OF MEDENINE AND PP,NA,NA,NA,33.35,10.51,80,8,7,7,NA,NA,NA,NA,NA,250 LB GP (GP-M57),NA,7,NA,NA,NA,0,NA,NA,NA,0,NA,7,NA,NA,1745,1943-01-18
140424,1943-01-24,CBI,USA,10 AF,IATF (7 BS),B24,NA,1,GAYA,INDIA,24.74444,84.951111,NA,BURMA,RANGOON,DOCKS,NA,NA,16.769211,96.158739,NA,9,9,9,NA,NA,NA,NA,NA,NA,40500,20.25,NA,NA,NA,0,NA,NA,NA,0,40500,20.25,NA,24,1746,1943-01-18
140436,1943-01-25,CBI,USA,10 AF,IATF (341 BG),B25,NA,1,CHAKULIA,INDIA,22.466803,86.7107,NA,BURMA,MYITNGE BRIDGE,BRIDGE,NA,NA,21.876687,95.996137,NA,5,5,5,NA,NA,NA,NA,NA,NA,15000,7.5,NA,NA,NA,0,NA,NA,NA,0,15000,7.5,NA,11,1747,1943-01-25
140459,1943-01-26,MTO,USA,9 AF,98 BG,B24,NA,NA,FAYID (LG-211),EGYPT,30.31666667,32.3,NA,ITALY,NAPLES,NA,NA,NA,40.84,14.28,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,13.5,NA,71,1748,1943-01-25
140463,1943-01-26,CBI,USA,10 AF,IATF (341 BG),B25,NA,1,CHAKULIA,INDIA,22.466803,86.7107,NA,BURMA,MANDALAY,RR M/Y,NA,NA,21.977222,96.085833,NA,6,6,6,NA,NA,NA,NA,NA,NA,18000,9,NA,NA,NA,0,NA,NA,NA,0,18000,9,NA,12,1749,1943-01-25
140835,1943-01-28,CBI,USA,10 AF,IATF (7 BS),B24,NA,1,GAYA,INDIA,24.74444,84.951111,NA,BURMA,RANGOON,DOCKS,NA,NA,16.769211,96.158739,NA,7,7,7,NA,NA,NA,NA,NA,NA,30500,15.25,NA,NA,NA,0,NA,NA,NA,0,30500,15.25,NA,25,1750,1943-01-25
140897,1943-01-30,MTO,USA,9 AF,98 BG,B24,NA,NA,FAYID (LG-211),EGYPT,30.31666667,32.3,NA,ITALY,MESSINA,NA,NA,NA,38.19,15.57,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,1.5,NA,72,1751,1943-01-25
140898,1943-01-30,MTO,USA,9 AF,98 BG,B24,NA,NA,FAYID (LG-211),EGYPT,30.31666667,32.3,NA,ITALY,MESSINA,NA,NA,NA,38.19,15.57,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,9,NA,73,1752,1943-01-25
141207,1943-01-31,MTO,USA,9 AF,376 BG DET A,B24,NA,NA,ABU SUEIR,EGYPT,30.572664,32.095342,NA,ITALY,MESSINA,NA,NA,NA,38.19,15.57,0,9,9,9,NA,NA,NA,NA,27,2000 LB GP (GP-M34/M66),NA,27,NA,NA,NA,0,NA,NA,NA,0,NA,27,NA,95,1753,1943-01-25
141221,1943-01-31,MTO,USA,9 AF,98 BG,B24,NA,NA,FAYID (LG-211),EGYPT,30.31666667,32.3,NA,ITALY,MESSINA,NA,NA,NA,38.19,15.57,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,21,NA,74,1754,1943-01-25
141234,NA,CBI,USA,10 AF,IATF (7 BS),B24,NA,1,GAYA,INDIA,24.74444,84.951111,NA,BURMA,RANGOON,DOCKS,NA,NA,16.769211,96.158739,NA,7,7,7,NA,NA,NA,NA,NA,NA,30000,15,NA,NA,NA,0,NA,NA,NA,0,30000,15,NA,27,1755,NA
141235,NA,CBI,USA,10 AF,IATF (7 BS),B24,NA,1,GAYA,INDIA,24.74444,84.951111,NA,ANDAMAN ISLANDS,PORT BLAIR,SHIPPING,NA,NA,11.684045,92.735339,NA,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1756,NA
141263,NA,MTO,USA,9 AF,376 BG DET A,B24,NA,NA,ABU SUEIR,EGYPT,30.572664,32.095342,NA,ITALY,MESSINA,NA,NA,NA,38.19,15.57,0,8,8,NA,NA,NA,NA,NA,54,500 LB GP (GP-M43/M64),NA,13.5,NA,NA,NA,0,NA,NA,NA,0,NA,13.5,NA,96,1757,NA
141612,NA,MTO,USA,9 AF,98 BG,B24,NA,NA,FAYID (LG-211),EGYPT,30.31666667,32.3,NA,ITALY,MESSINA,NA,NA,NA,38.19,15.57,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,24.75,NA,75,1758,NA
141670,NA,CBI,USA,10 AF,IATF (492 BS),B24,NA,1,BISHINUPUR,INDIA,23.08,87.32,NA,BURMA,MYITNGE BRIDGE,BRIDGE,NA,NA,21.876687,95.996137,NA,7,7,7,NA,NA,NA,NA,NA,NA,35000,17.5,NA,NA,NA,0,NA,NA,NA,0,35000,17.5,NA,28,1759,NA
141671,NA,CBI,USA,10 AF,IATF (341 BG),B25,NA,1,CHAKULIA,INDIA,22.466803,86.7107,NA,BURMA,MYITNGE BRIDGE,BRIDGE,NA,NA,21.876687,95.996137,NA,5,5,5,NA,NA,NA,NA,NA,NA,12000,6,NA,NA,NA,0,NA,NA,NA,0,12000,6,NA,13,1760,NA
141672,NA,CBI,USA,10 AF,IATF (341 BG),B25,NA,1,CHAKULIA,INDIA,22.466803,86.7107,NA,BURMA,MYITNGE,RR SHOPS,NA,NA,21.85,96.06666667,NA,3,3,3,NA,NA,NA,NA,NA,NA,7440,3.72,NA,NA,NA,0,NA,NA,NA,0,7440,3.72,NA,14,1761,NA
141684,NA,CBI,USA,10 AF,IATF (9 BS),B24,NA,1,GAYA,INDIA,24.74444,84.951111,NA,BURMA,MYITNGE BRIDGE,BRIDGE,NA,NA,21.876687,95.996137,NA,6,6,6,NA,NA,NA,NA,NA,NA,25000,12.5,NA,NA,NA,0,NA,NA,NA,0,25000,12.5,NA,29,1762,NA
141685,NA,CBI,USA,10 AF,IATF (341 BG),B25,NA,1,CHAKULIA,INDIA,22.466803,86.7107,NA,BURMA,MYITNGE BRIDGE,BRIDGE,NA,NA,21.876687,95.996137,NA,6,6,6,NA,NA,NA,NA,NA,NA,14400,7.2,NA,NA,NA,0,NA,NA,NA,0,14400,7.2,NA,15,1763,NA
141695,NA,MTO,USA,9 AF,376 BG,B24,NA,NA,GAMBUT MAIN,LIBYA,31.86805556,24.48472222,NA,ITALY,NAPLES,NA,NA,NA,40.84,14.28,0,9,8,8,NA,NA,NA,NA,72,500 LB GP (GP-M43/M64),NA,18,NA,NA,NA,0,NA,NA,NA,0,NA,18,NA,97,1764,NA
141915,NA,MTO,USA,9 AF,98 BG,B24,NA,NA,FAYID (LG-211),EGYPT,30.31666667,32.3,NA,ITALY,MESSINA,NA,NA,NA,38.19,15.57,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,1.5,NA,76,1765,NA
141920,1943-02-28,CBI,USA,10 AF,CATF,P40,NA,1,KUNMING,CHINA,24.992222,102.743333,NA,FORMOSA AND RYUKYU ISLANDS,MANGSHIH & KUTKAI,NA,NA,NA,24.433728,98.588649,NA,4,4,4,NA,NA,NA,NA,8,100 LB GP (GP-M30),NA,0.4,NA,NA,NA,0,NA,NA,NA,0,800,0.4,GOOD,68,1766,1943-02-22
141955,NA,MTO,USA,9 AF,98 BG,B24,NA,NA,FAYID (LG-211),EGYPT,30.31666667,32.3,NA,ITALY,MESSINA,NA,NA,NA,38.19,15.57,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,30,NA,77,1767,NA
141956,NA,CBI,USA,10 AF,IATF (436 BS),B24,NA,1,GAYA,INDIA,24.74444,84.951111,NA,BURMA,RANGOON,DOCKS (AHLONE),NA,NA,16.769211,96.158739,NA,6,6,6,NA,NA,NA,NA,NA,NA,27500,13.75,NA,NA,NA,0,NA,NA,NA,0,27500,13.75,NA,31,1768,NA
141957,NA,CBI,USA,10 AF,IATF (493 BS),B24,NA,1,PANDAVESWAR,INDIA,23.646067,87.347661,NA,BURMA,RANGOON,RR STATION (MAHLWAGON),NA,NA,16.769211,96.158739,NA,6,6,6,NA,NA,NA,NA,NA,1000 LB GP (GP-M44/M65),27000,13.5,NA,NA,NA,0,NA,NA,NA,0,27000,13.5,NA,33,1769,NA
141958,NA,CBI,USA,10 AF,IATF (492 BS),B24,NA,1,BISHINUPUR,INDIA,23.08,87.32,NA,BURMA,RANGOON,RR STATION (MAIN),NA,NA,16.769211,96.158739,NA,6,6,6,NA,NA,NA,NA,NA,NA,27000,13.5,NA,NA,NA,0,NA,NA,NA,0,27000,13.5,NA,32,1770,NA
141959,NA,CBI,USA,10 AF,IATF (436 BS),B24,NA,1,GAYA,INDIA,24.74444,84.951111,NA,BURMA,RANGOON,RR YARDS,NA,NA,16.769211,96.158739,NA,5,5,5,NA,NA,NA,NA,NA,NA,22500,11.25,NA,NA,NA,0,NA,NA,NA,0,22500,11.25,NA,34,1771,NA
141960,NA,CBI,USA,10 AF,IATF (492 BS),B24,NA,1,BISHINUPUR,INDIA,23.08,87.32,NA,BURMA,MINGALADON,AIRDROME,NA,NA,16.907305,96.133222,NA,3,3,3,NA,NA,NA,NA,NA,NA,8100,4.05,NA,NA,NA,0,NA,NA,NA,0,8100,4.05,NA,30,1772,NA
141961,NA,MTO,USA,9 AF,12 BG,B25,NA,NA,GAMBUT MAIN,LIBYA,31.86805556,24.48472222,NA,CRETE,HERAKLION,NA,NA,NA,35.34,25.17,105,13,10,10,NA,NA,NA,NA,93,300 LB GP (GP-31),NA,13.95,NA,NA,NA,0,NA,NA,NA,0,NA,13.95,NA,NA,1773,NA
141971,NA,CBI,USA,10 AF,IATF (341 BG),B25,NA,1,CHAKULIA,INDIA,22.466803,86.7107,NA,BURMA,THAZI,RR JUNCTION,NA,NA,20.85,96.05,NA,8,8,8,NA,NA,NA,NA,NA,NA,19440,9.72,NA,NA,NA,0,NA,NA,NA,0,19440,9.72,NA,16,1774,NA
141972,1943-02-10,MTO,USA,9 AF,376 BG,B24,NA,NA,GAMBUT MAIN,LIBYA,31.86805556,24.48472222,NA,ITALY,PALERMO,NA,NA,NA,38.13,13.36,235,9,9,9,NA,NA,NA,NA,45,1000 LB GP (GP-M44/M65),NA,22.5,NA,NA,NA,0,NA,NA,NA,0,NA,22.5,NA,98,1775,1943-02-08
141973,1942-08-28,CBI,USA,10 AF,CATF,P40,NA,1,KUNMING,CHINA,24.992222,102.743333,NA,BURMA,SALWEEN RIVER?,NA,NA,NA,24.151712,98.875415,NA,2,2,2,NA,NA,NA,NA,8,100 LB GP (GP-M30),NA,0.4,NA,NA,NA,0,NA,NA,NA,0,800,0.4,GOOD,69,1776,1942-08-24
141974,1943-01-15,CBI,USA,10 AF,CATF,P40,NA,1,KUNMING,CHINA,24.992222,102.743333,NA,BURMA,BHAMO,NA,NA,NA,24.25,97.23333333,NA,2,2,2,NA,NA,NA,NA,4,100 LB GP (GP-M30),NA,0.2,NA,NA,NA,0,NA,NA,NA,0,400,0.2,GOOD,69,1777,1943-01-11
141990,1943-02-10,CBI,USA,10 AF,IATF (341 BG),B25,NA,1,CHAKULIA,INDIA,22.466803,86.7107,NA,BURMA,MAYMYO,RR JUNCTION,NA,NA,22.03333333,96.46666667,NA,8,8,8,NA,NA,NA,NA,NA,NA,18000,9,NA,NA,NA,0,NA,NA,NA,0,18000,9,NA,17,1778,1943-02-08
142341,1943-02-12,CBI,USA,10 AF,IATF (493 BS),B24,NA,1,PANDAVESWAR,INDIA,23.646067,87.347661,NA,BURMA,MYITNGE BRIDGE,BRIDGE,NA,NA,21.876687,95.996137,NA,7,7,7,NA,NA,NA,NA,NA,NA,38000,19,NA,NA,NA,0,NA,NA,NA,0,38000,19,NA,36,1779,1943-02-08
142342,1943-02-12,CBI,USA,10 AF,IATF (492 BS),B24,NA,1,BISHINUPUR,INDIA,23.08,87.32,NA,BURMA,RANGOON,RR STATION (MAIN),NA,NA,16.769211,96.158739,NA,6,6,6,NA,NA,NA,NA,NA,NA,22500,11.25,NA,NA,NA,0,NA,NA,NA,0,22500,11.25,NA,35,1780,1943-02-08
142371,1943-02-13,MTO,USA,9 AF,98 BG,B24,NA,NA,FAYID (LG-211),EGYPT,30.31666667,32.3,NA,ITALY,NAPLES,NA,NA,NA,40.84,14.28,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,31.5,NA,78,1781,1943-02-08
142372,1943-02-13,CBI,USA,10 AF,IATF (341 BG),B25,NA,1,CHAKULIA,INDIA,22.466803,86.7107,NA,BURMA,WETLET,NA,NA,NA,22.333333,95.75,NA,2,2,2,NA,NA,NA,NA,NA,NA,2400,1.2,NA,NA,NA,0,NA,NA,NA,0,2400,1.2,NA,18,1782,1943-02-08
142373,1943-02-13,CBI,USA,10 AF,IATF (341 BG),B25,NA,1,CHAKULIA,INDIA,22.466803,86.7107,NA,BURMA,PAUK KAN,NA,NA,NA,21.1,95.9333333,NA,2,2,2,NA,NA,NA,NA,NA,NA,2400,1.2,NA,NA,NA,0,NA,NA,NA,0,2400,1.2,NA,19,1783,1943-02-08
142719,1943-02-14,CBI,USA,10 AF,IATF (341 BG),B25,NA,1,CHAKULIA,INDIA,22.466803,86.7107,NA,BURMA,MYITNGE BRIDGE,BRIDGE,NA,NA,21.876687,95.996137,NA,6,6,6,NA,NA,NA,NA,NA,NA,17000,8.5,NA,NA,NA,0,NA,NA,NA,0,17000,8.5,NA,20,1784,1943-02-08
142727,1943-02-15,MTO,USA,9 AF,12 BG,B25,NA,NA,GAMBUT MAIN,LIBYA,31.86805556,24.48472222,NA,TUNISIA,MARETH LINE,NA,NA,NA,33.63,10.18,0,9,NA,NA,NA,NA,NA,NA,NA,UNK CODE 20 110 LB EXPLOSIVE,NA,9.72,NA,NA,NA,0,NA,NA,NA,0,NA,9.72,NA,NA,1785,1943-02-15
142732,1943-02-15,MTO,USA,9 AF,376 BG,B24,NA,NA,GAMBUT MAIN,LIBYA,31.86805556,24.48472222,NA,ITALY,NAPLES,NA,NA,NA,40.84,14.28,220,9,5,5,NA,NA,NA,NA,25,1000 LB GP (GP-M44/M65),NA,12.5,NA,NA,NA,0,NA,NA,NA,0,NA,12.5,NA,99,1786,1943-02-15
142772,1943-02-15,CBI,USA,10 AF,IATF (9 BS),B24,NA,1,GAYA,INDIA,24.74444,84.951111,NA,BURMA,MYITNGE BRIDGE,BRIDGE,NA,NA,21.876687,95.996137,NA,7,7,7,NA,NA,NA,NA,NA,NA,40000,20,NA,NA,NA,0,NA,NA,NA,0,40000,20,NA,37,1787,1943-02-15
143174,1943-02-18,CBI,USA,10 AF,IATF (341 BG),B25,NA,1,CHAKULIA,INDIA,22.466803,86.7107,NA,BURMA,SAGAING,RR YDS,NA,NA,21.88333333,95.98333333,NA,5,5,5,NA,NA,NA,NA,NA,NA,12000,6,NA,NA,NA,0,NA,NA,NA,0,12000,6,NA,21,1788,1943-02-15
143179,1943-02-19,MTO,USA,9 AF,12 BG,B25,NA,NA,CASTEL BENITO,LIBYA,32.669444,13.156667,NA,TUNISIA,GABES WEST,NA,NA,NA,33.85,10.12,82,1,1,1,NA,NA,NA,NA,7,250 LB GP (GP-M57),NA,0.875,NA,NA,NA,0,NA,NA,NA,0,NA,0.875,NA,NA,1789,1943-02-15
143503,1943-02-19,CBI,USA,10 AF,IATF (341 BG),B25,NA,1,ONDAL (CAMP MOIRE),INDIA,23.593889,87.224444,NA,BURMA,SAGAING,TERMINAL,NA,NA,21.88333333,95.98333333,NA,8,8,8,NA,NA,NA,NA,NA,NA,19200,9.6,NA,NA,NA,0,NA,NA,NA,0,19200,9.6,NA,22,1790,1943-02-15
143507,1943-02-20,MTO,USA,9 AF,376 BG,B24,NA,NA,GAMBUT MAIN,LIBYA,31.86805556,24.48472222,NA,ITALY,CROTONE,NA,NA,NA,39.09,17.13,180,8,7,7,NA,NA,NA,NA,35,1000 LB GP (GP-M44/M65),NA,17.5,NA,NA,NA,0,NA,NA,NA,0,NA,17.5,NA,100,1791,1943-02-15
143543,1943-02-20,MTO,USA,9 AF,98 BG,B24,NA,NA,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,NA,ITALY,NAPLES,NA,NA,NA,40.84,14.28,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,36.25,NA,80,1792,1943-02-15
143544,1943-02-20,CBI,USA,10 AF,IATF (493 BS),B24,NA,1,GAYA,INDIA,24.74444,84.951111,NA,BURMA,GOKTEIK VIADUCT,RR BRIDGE,NA,NA,22.343056,96.859722,NA,7,7,7,NA,NA,NA,NA,NA,NA,56000,28,NA,NA,NA,0,NA,NA,NA,0,56000,28,NA,38,1793,1943-02-15
143545,1943-02-20,CBI,USA,10 AF,IATF (492 BS),B24,NA,1,GAYA,INDIA,24.74444,84.951111,NA,BURMA,GOKTEIK VIADUCT,RR BRIDGE,NA,NA,22.343056,96.859722,NA,6,6,6,NA,NA,NA,NA,NA,NA,48000,24,NA,NA,NA,0,NA,NA,NA,0,48000,24,NA,39,1794,1943-02-15
143547,1943-02-21,MTO,USA,9 AF,12 BG,B25,NA,NA,CASTEL BENITO,LIBYA,32.669444,13.156667,NA,TUNISIA,GABES WEST,NA,NA,NA,33.85,10.12,85,11,NA,NA,NA,NA,NA,NA,88,300 LB GP (GP-31),NA,13.2,NA,NA,NA,0,NA,NA,NA,0,NA,13.2,NA,NA,1795,1943-02-15
143551,1943-02-21,MTO,USA,9 AF,12 BG,B25,NA,NA,CASTEL BENITO,LIBYA,32.669444,13.156667,NA,TUNISIA,GABES WEST,NA,NA,NA,33.85,10.12,85,11,NA,NA,NA,NA,NA,NA,3,250 LB GP (GP-M57),NA,0.375,NA,NA,NA,0,NA,NA,NA,0,NA,0.375,NA,NA,1796,1943-02-15
143560,1943-02-22,MTO,USA,9 AF,12 BG,B25,NA,NA,CASTEL BENITO,LIBYA,32.669444,13.156667,NA,TUNISIA,GABES WEST,NA,NA,NA,33.85,10.12,0,11,NA,NA,NA,NA,NA,NA,52,500 LB GP (GP-M43/M64),NA,13,NA,NA,NA,0,NA,NA,NA,0,NA,13,NA,NA,1797,1943-02-22
143595,1943-02-22,CBI,USA,10 AF,NA,B24,NA,1,GAYA,INDIA,24.74444,84.951111,NA,BURMA,RANGOON ESTUARY,MINING,NA,NA,16.769211,96.158739,NA,11,11,11,NA,NA,NA,NA,NA,NA,40000,20,NA,NA,NA,0,NA,NA,NA,0,40000,20,NA,41,1798,1943-02-22
143596,1943-02-22,CBI,USA,10 AF,IATF (436 BS),B24,NA,1,GAYA,INDIA,24.74444,84.951111,NA,BURMA,RANGOON RR YARD,M/Y,NA,NA,16.769211,96.158739,NA,6,6,6,NA,NA,NA,NA,NA,NA,27000,13.5,NA,NA,NA,0,NA,NA,NA,0,27000,13.5,NA,40,1799,1943-02-22
143597,1943-02-23,MTO,USA,9 AF,12 BG,B25,NA,NA,CASTEL BENITO,LIBYA,32.669444,13.156667,NA,TUNISIA,ARRAM,NA,NA,NA,33.59,10.31,80,12,11,11,NA,NA,NA,NA,120,250 LB GP (GP-M57),NA,15,NA,NA,NA,0,NA,NA,NA,0,NA,15,NA,NA,1800,1943-02-22
143599,1943-02-23,MTO,USA,9 AF,12 BG,B25,NA,NA,CASTEL BENITO,LIBYA,32.669444,13.156667,NA,TUNISIA,ARRAM,NA,NA,NA,33.59,10.31,80,12,11,11,NA,NA,NA,NA,36,300 LB GP (GP-31),NA,5.4,NA,NA,NA,0,NA,NA,NA,0,NA,5.4,NA,NA,1801,1943-02-22
143921,1943-02-23,MTO,USA,9 AF,98 BG,B24,NA,NA,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,NA,ITALY,MESSINA,NA,NA,NA,38.19,15.57,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,38,NA,81,1802,1943-02-22
143940,1943-02-23,CBI,USA,10 AF,IATF (341 BG),B25,NA,1,ONDAL (CAMP MOIRE),INDIA,23.593889,87.224444,NA,BURMA,GOKTEIK VIADUCT,RR BRIDGE,NA,NA,22.343056,96.859722,NA,11,11,11,NA,NA,NA,NA,NA,NA,22000,11,NA,NA,NA,0,NA,NA,NA,0,22000,11,NA,23,1803,1943-02-22
143942,1943-02-24,MTO,USA,9 AF,12 BG,B25,NA,NA,CASTEL BENITO,LIBYA,32.669444,13.156667,NA,TUNISIA,ARRAM,NA,NA,NA,33.59,10.31,74,17,16,16,NA,NA,NA,NA,118,250 LB GP (GP-M57),NA,14.75,NA,NA,NA,0,NA,NA,NA,0,NA,14.75,NA,NA,1804,1943-02-22
