,Mission ID,Mission Date,Theater of Operations,Country,Air Force,Unit ID,Aircraft Series,Callsign,Mission Type,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target ID,TargetCountry,Target City,Target Type,Target Industry,Target Priority,Target Latitude,Target Longitude,Altitude (Hundreds of Feet),Airborne Aircraft,Attacking Aircraft,Bombing Aircraft,Aircraft Returned,Aircraft Failed,Aircraft Damaged,Aircraft Lost,High Explosives,High Explosives Type,High Explosives Weight (Pounds),High Explosives Weight (Tons),Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight (Pounds),Incendiary Devices Weight (Tons),Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight (Pounds),Fragmentation Devices Weight (Tons),Total Weight (Pounds),Total Weight (Tons),Time Over Target,Bomb Damage Assessment,Source ID,id,start_week
1940,151381,NA,MTO,USA,9 AF,12 BG,B25,NA,NA,MEDENINE,TUNISIA,33.354722,10.505278,NA,TUNISIA,N. OF GABES,NA,NA,NA,34,0.02,70,29,27,27,NA,NA,NA,NA,215,250 LB GP (GP-M57),NA,26.875,NA,NA,NA,0,NA,NA,NA,0,NA,26.875,1137,NA,NA,1940,NA
1941,151382,NA,MTO,USA,9 AF,12 BG,B25,NA,NA,MEDENINE,TUNISIA,33.354722,10.505278,NA,TUNISIA,N. OF GABES,NA,NA,NA,34,0.02,70,29,27,27,NA,NA,NA,NA,78,300 LB GP (GP-31),NA,11.7,NA,NA,NA,0,NA,NA,NA,0,NA,11.7,1137,NA,NA,1941,NA
1942,151383,NA,MTO,USA,9 AF,12 BG,B25,NA,NA,MEDENINE,TUNISIA,33.354722,10.505278,NA,TUNISIA,N. OF GABES,NA,NA,NA,34,0.02,70,29,27,27,NA,NA,NA,NA,38,500 LB GP (GP-M43/M64),NA,9.5,NA,NA,NA,0,NA,NA,NA,0,NA,9.5,1137,NA,NA,1942,NA
1943,151685,1943-04-10,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,NAPLES,NA,NA,NA,40.84,14.28,0,24,24,24,NA,NA,NA,NA,237,500 LB GP (GP-M43/M64),NA,59.25,NA,NA,NA,0,NA,NA,NA,0,NA,59.25,NA,NA,111,1943,1943-04-05
1944,151686,1943-04-10,MTO,USA,9 AF,12 BG,B25,NA,NA,MEDENINE,TUNISIA,33.354722,10.505278,NA,TUNISIA,ST MARIE DU ZIT EAST AND WEST LG,NA,NA,NA,36.42,10.3,80,18,18,18,NA,NA,NA,NA,80,300 LB GP (GP-31),NA,12,NA,NA,NA,0,NA,NA,NA,0,NA,12,1855,NA,NA,1944,1943-04-05
1945,151697,1943-04-10,MTO,USA,9 AF,12 BG,B25,NA,NA,MEDENINE,TUNISIA,33.354722,10.505278,NA,TUNISIA,N. OF SFAX,NA,NA,NA,34.93,10.75,80,18,18,18,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,62,100 LB INCENDIARY,NA,NA,NA,NA,NA,0,NA,6.1,1855,NA,NA,1945,1943-04-05
1946,151708,1943-04-10,MTO,USA,9 AF,12 BG,B25,NA,NA,MEDENINE,TUNISIA,33.354722,10.505278,NA,TUNISIA,ENFIDAVILLE,NA,NA,NA,36.08,10.45,80,18,18,18,NA,NA,NA,NA,NA,250 LB GP (GP-M57),NA,12.5,NA,NA,NA,0,NA,NA,NA,0,NA,12.5,1855,NA,NA,1946,1943-04-05
1947,151999,1943-04-11,MTO,USA,9 AF,98 BG,B24,NA,NA,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,NA,ITALY,NAPLES,NA,NA,NA,40.84,14.28,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,48.1,NA,NA,91,1947,1943-04-05
1948,152002,1943-04-12,MTO,USA,9 AF,12 BG,B25,NA,NA,MEDENINE,TUNISIA,33.354722,10.505278,NA,TUNISIA,N. OF SFAX,NA,NA,NA,34.93,10.75,82,18,18,18,NA,NA,NA,NA,192,250 LB GP (GP-M57),NA,24,NA,NA,NA,0,NA,NA,NA,0,NA,24,1820,NA,NA,1948,1943-04-12
1949,152003,1943-04-12,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,COSENZO,NA,NA,NA,39.3,16.26,0,6,6,6,NA,NA,NA,NA,63,500 LB GP (GP-M43/M64),NA,15.75,NA,NA,NA,0,NA,NA,NA,0,NA,15.75,NA,NA,112,1949,1943-04-12
1950,152006,1943-04-12,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,NAPLES,NA,NA,NA,40.84,14.28,0,12,5,5,NA,NA,NA,NA,39,500 LB GP (GP-M43/M64),NA,9.75,NA,NA,NA,0,NA,NA,NA,0,NA,9.75,NA,NA,112,1950,1943-04-12
1951,152007,1943-04-12,MTO,USA,9 AF,12 BG,B25,NA,NA,MEDENINE,TUNISIA,33.354722,10.505278,NA,TUNISIA,OUDNA,NA,NA,NA,36.62,10.13,82,18,18,18,NA,NA,NA,NA,24,300 LB GP (GP-31),NA,3.6,NA,NA,NA,0,NA,NA,NA,0,NA,3.6,1820,NA,NA,1951,1943-04-12
1952,152010,1943-04-12,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,PIZZO,NA,NA,NA,38.73,16.17,0,1,1,1,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,0,NA,NA,NA,0,NA,3,NA,NA,112,1952,1943-04-12
1953,152011,1943-04-12,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,CROTONE,NA,NA,NA,39.09,17.13,0,1,1,1,NA,NA,NA,NA,9,500 LB GP (GP-M43/M64),NA,2.25,NA,NA,NA,0,NA,NA,NA,0,NA,2.25,NA,NA,112,1953,1943-04-12
1954,152024,1943-04-12,MTO,USA,9 AF,12 BG,B25,NA,NA,MEDENINE,TUNISIA,33.354722,10.505278,NA,TUNISIA,OUDNA,NA,NA,NA,36.62,10.13,82,18,18,18,NA,NA,NA,NA,6,500 LB GP (GP-M43/M64),NA,1.5,NA,NA,NA,0,NA,NA,NA,0,NA,1.5,1820,NA,NA,1954,1943-04-12
1955,152251,1943-04-13,MTO,USA,9 AF,12 BG,B25,NA,NA,MEDENINE,TUNISIA,33.354722,10.505278,NA,TUNISIA,ST MARIE DU ZIT EAST AND WEST LG,NA,NA,NA,36.42,10.3,80,15,14,14,NA,NA,NA,NA,130,250 LB GP (GP-M57),NA,16.25,NA,NA,NA,0,NA,NA,NA,0,NA,16.25,2112,NA,NA,1955,1943-04-12
1956,152252,1943-04-13,MTO,USA,9 AF,12 BG,B25,NA,NA,MEDENINE,TUNISIA,33.354722,10.505278,NA,TUNISIA,ST MARIE DU ZIT EAST AND WEST LG,NA,NA,NA,36.42,10.3,80,15,14,14,NA,NA,NA,NA,114,300 LB GP (GP-31),NA,17.1,NA,NA,NA,0,NA,NA,NA,0,NA,17.1,2112,NA,NA,1956,1943-04-12
1957,152278,1943-04-13,MTO,USA,9 AF,98 BG,B24,NA,NA,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,NA,ITALY,CATANIA,NA,NA,NA,37.47,15.06,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,6.75,NA,NA,92,1957,1943-04-12
1958,152292,1943-04-14,MTO,USA,9 AF,12 BG,B25,NA,NA,MEDENINE,TUNISIA,33.354722,10.505278,NA,TUNISIA,ST MARIE DU ZIT K2707,NA,NA,NA,36.42,10.3,80,8,8,8,NA,NA,NA,NA,8,300 LB GP (GP-31),NA,1.2,NA,NA,NA,0,NA,NA,NA,0,NA,1.2,105,NA,NA,1958,1943-04-12
1959,152297,1943-04-14,MTO,USA,9 AF,12 BG,B25,NA,NA,MEDENINE,TUNISIA,33.354722,10.505278,NA,TUNISIA,ST MARIE DU ZIT K2707,NA,NA,NA,36.42,10.3,80,8,8,8,NA,NA,NA,NA,NA,250 LB GP (GP-M57),NA,12,NA,NA,NA,0,NA,NA,NA,0,NA,12,105,NA,NA,1959,1943-04-12
1960,152333,1943-04-15,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,CATANIA,NA,NA,NA,37.47,15.06,0,13,13,13,NA,NA,NA,NA,129,500 LB GP (GP-M43/M64),NA,32.25,NA,NA,NA,0,NA,NA,NA,0,NA,32.25,NA,NA,113,1960,1943-04-12
1961,152340,1943-04-15,MTO,USA,9 AF,12 BG,B25,NA,NA,MEDENINE,TUNISIA,33.354722,10.505278,NA,TUNISIA,ST MARIE DU ZIT K2707,NA,NA,NA,36.42,10.3,0,4,NA,NA,NA,NA,NA,NA,NA,250 LB GP (GP-M57),NA,7.375,NA,NA,NA,0,NA,NA,NA,0,NA,7.375,NA,NA,NA,1961,1943-04-12
1962,152451,1944-06-26,MTO,USA,12 AF,86 FBG,A36,NA,NA,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,90611,ITALY,44 00 N 011 00 E,NA,NA,NA,44,11,NA,16,NA,16,1,NA,NA,NA,32,500 LB GP (GP-M43/M64),NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,1962,1944-06-26
1963,152465,1944-06-26,MTO,USA,12 AF,86 FBG,A36,NA,NA,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,45031,ITALY,VERGATO,NA,NA,NA,44.28,11.13,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1963,1944-06-26
1964,152558,1943-04-15,MTO,USA,9 AF,98 BG,B24,NA,NA,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,NA,ITALY,PALERMO,NA,NA,NA,38.13,13.36,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,31.62,NA,NA,93,1964,1943-04-12
1965,152564,1943-04-16,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,CATANIA,NA,NA,NA,37.47,15.06,0,10,8,8,NA,NA,NA,NA,44,1000 LB GP (GP-M44/M65),NA,22,NA,NA,NA,0,NA,NA,NA,0,NA,22,NA,NA,114,1965,1943-04-12
1966,152822,1944-06-27,MTO,USA,12 AF,86 FBG,A36,NA,NA,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,4861,ITALY,BOLOGNA,NA,NA,NA,44.5,11.35,NA,12,NA,12,1,4,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,1966,1944-06-26
1967,152880,1943-04-16,MTO,USA,9 AF,98 BG,B24,NA,NA,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,NA,ITALY,CATANIA,NA,NA,NA,37.47,15.06,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,11.37,NA,NA,94,1967,1943-04-12
1968,152889,1943-04-17,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,CATANIA,NA,NA,NA,37.47,15.06,0,13,13,13,NA,NA,NA,NA,127,500 LB GP (GP-M43/M64),NA,31.75,NA,NA,NA,0,NA,NA,NA,0,NA,31.75,NA,NA,115,1968,1943-04-12
1969,153043,1944-06-27,MTO,USA,12 AF,86 FBG,A36,NA,NA,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,4861,ITALY,BOLOGNA,NA,NA,NA,44.5,11.35,NA,5,NA,NA,NA,NA,NA,NA,10,500 LB GP (GP-M43/M64),NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,1969,1944-06-26
1970,153198,1943-04-18,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,CATANIA,NA,NA,NA,37.47,15.06,0,12,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,116,1970,1943-04-12
1971,153199,1943-04-18,MTO,USA,9 AF,98 BG,B24,NA,NA,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,NA,ITALY,CATANIA,NA,NA,NA,37.47,15.06,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,18.11,NA,NA,95,1971,1943-04-12
1972,153205,1943-04-19,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,KORBA LG SOUTH TK 7243,NA,NA,NA,36.69,10.84,88,18,18,18,NA,NA,NA,NA,262,250 LB GP (GP-M57),NA,32.75,NA,NA,NA,0,NA,NA,NA,0,NA,32.75,1519,NA,NA,1972,1943-04-19
1973,153206,1943-04-19,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,KORBA LG SOUTH TK 7243,NA,NA,NA,36.69,10.84,88,18,18,18,NA,NA,NA,NA,48,300 LB GP (GP-31),NA,7.2,NA,NA,NA,0,NA,NA,NA,0,NA,7.2,1519,NA,NA,1973,1943-04-19
1974,153355,1943-04-20,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,MABTOUHA,NA,NA,NA,36.01,10.17,0,11,NA,NA,NA,NA,NA,NA,NA,250 LB GP (GP-M57),NA,8.875,NA,NA,NA,0,NA,NA,NA,0,NA,8.875,NA,NA,NA,1974,1943-04-19
1975,153652,1943-04-22,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,SIDI AHMED,NA,NA,NA,36.87,9.92,0,24,NA,NA,NA,NA,NA,NA,192,250 LB GP (GP-M57),NA,24,NA,NA,NA,0,NA,NA,NA,0,NA,24,NA,NA,NA,1975,1943-04-19
1976,153712,1943-04-23,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,SOLIMAN SOUTH LG K3743 AND PP,NA,NA,NA,36.71,10.45,95,36,24,24,NA,NA,NA,NA,328,250 LB GP (GP-M57),NA,41,NA,NA,NA,0,NA,NA,NA,0,NA,41,1625,NA,NA,1976,1943-04-19
1977,154012,1943-04-25,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,N AND NW OF ENFIDAVILLE,NA,NA,NA,36.36,10.24,92,36,25,25,NA,NA,NA,NA,317,250 LB GP (GP-M57),NA,39.625,NA,NA,NA,0,NA,NA,NA,0,NA,39.625,1401,NA,NA,1977,1943-04-19
1978,154014,1943-04-25,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,N AND NW OF ENFIDAVILLE,NA,NA,NA,36.36,10.24,92,36,25,25,NA,NA,NA,NA,24,300 LB GP (GP-31),NA,3.6,NA,NA,NA,0,NA,NA,NA,0,NA,3.6,1401,NA,NA,1978,1943-04-19
1979,154283,1943-04-26,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,SOLIMAN SOUTH LG K3743,NA,NA,NA,36.71,10.45,95,34,31,31,NA,NA,NA,NA,349,250 LB GP (GP-M57),NA,43.625,NA,NA,NA,0,NA,NA,NA,0,NA,43.625,1440,NA,NA,1979,1943-04-26
1980,154284,1943-04-26,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,BARI,NA,NA,NA,41.14,16.77,0,35,34,34,NA,NA,NA,NA,224,500 LB GP (GP-M43/M64),NA,56,NA,NA,NA,0,NA,NA,NA,0,NA,56,NA,NA,117,1980,1943-04-26
1981,154285,1943-04-26,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,SOLIMAN SOUTH LG K3743,NA,NA,NA,36.71,10.45,95,34,31,31,NA,NA,NA,NA,144,300 LB GP (GP-31),NA,21.6,NA,NA,NA,0,NA,NA,NA,0,NA,21.6,1440,NA,NA,1981,1943-04-26
1982,154596,1943-04-26,MTO,USA,9 AF,98 BG,B24,NA,NA,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,NA,ITALY,BARI,NA,NA,NA,41.14,16.85,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,53.25,NA,NA,96,1982,1943-04-26
1983,154597,1943-04-26,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,BARI - FRAG BOMBS,NA,NA,NA,41.14,16.77,0,35,34,34,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,786,NA,NA,NA,NA,7.86,NA,NA,117,1983,1943-04-26
1984,154603,1943-04-27,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,SHIPPING W OF ZEMBRA I OFF CAP BON,NA,NA,NA,37.14,10.81,0,24,NA,NA,NA,NA,NA,NA,191,250 LB GP (GP-M57),NA,23.875,NA,NA,NA,0,NA,NA,NA,0,NA,23.875,NA,NA,NA,1984,1943-04-26
1985,154871,1943-04-28,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,NAPLES,NA,NA,NA,40.84,14.28,0,25,22,22,NA,NA,NA,NA,216,500 LB GP (GP-M43/M64),NA,54,NA,NA,NA,0,NA,NA,NA,0,NA,54,NA,NA,118,1985,1943-04-26
1986,154875,1943-04-28,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,2 VESSELS OFF NE TUNISIA IN STRAITS OF SICILY,NA,NA,NA,37.3,11.7,0,12,NA,NA,NA,NA,NA,NA,NA,250 LB GP (GP-M57),NA,11,NA,NA,NA,0,NA,NA,NA,0,NA,11,NA,NA,NA,1986,1943-04-26
1987,154923,1943-04-28,MTO,USA,9 AF,98 BG,B24,NA,NA,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,NA,ITALY,MESSINA,NA,NA,NA,38.19,15.57,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,73.96,NA,NA,97,1987,1943-04-26
1988,155012,1944-06-30,MTO,USA,12 AF,86 FBG,A36,NA,NA,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,90593,ITALY,44 00 N 009 40 E,NA,NA,NA,44,9.67,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1988,1944-06-26
1989,155018,1944-06-30,MTO,USA,12 AF,86 FBG,A36,NA,NA,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,90711,ITALY,45 00 N 011 00 E,NA,NA,NA,45,11,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1989,1944-06-26
1990,155152,1943-04-29,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,TUNIS,NA,NA,NA,37.14,10.81,80,12,12,12,NA,NA,NA,NA,276,250 LB GP (GP-M57),NA,34.5,NA,NA,NA,0,NA,NA,NA,0,NA,34.5,649,NA,NA,1990,1943-04-26
1991,155194,1943-04-30,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,TUNIS -MEDJEZ EL BAB HIGHWAY,NA,NA,NA,36.77,10.03,0,24,NA,NA,NA,NA,NA,NA,192,250 LB GP (GP-M57),NA,24,NA,NA,NA,0,NA,NA,NA,0,NA,24,NA,NA,NA,1991,1943-04-26
1992,155202,1943-04-30,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,MESSINA,NA,NA,NA,38.19,15.57,0,22,21,21,NA,NA,NA,NA,0,2000 LB GP (GP-M34/M66),NA,61,NA,NA,NA,0,NA,NA,NA,0,NA,61,NA,NA,119,1992,1943-04-26
1993,155468,NA,MTO,USA,9 AF,98 BG,B24,NA,NA,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,NA,ITALY,REGGIO,NA,NA,NA,38.12,15.65,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,4.5,NA,NA,98,1993,NA
1994,155469,NA,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,REGGIO,NA,NA,NA,38.12,15.65,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,120,1994,NA
1995,155505,NA,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,ZAGHOUAN TK 0912,NA,NA,NA,36.4,10.15,95,17,16,16,NA,NA,NA,NA,64,500 LB GP (GP-M43/M64),NA,16,NA,NA,NA,0,NA,NA,NA,0,NA,16,731,NA,NA,1995,NA
1996,155513,NA,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,ZAGHOUAN TK 0912,NA,NA,NA,36.4,10.15,95,17,16,16,NA,NA,NA,NA,NA,250 LB GP (GP-M57),NA,12,NA,NA,NA,0,NA,NA,NA,0,NA,12,731,NA,NA,1996,NA
1997,155617,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,33843,ITALY,PISTOIA,NA,NA,NA,43.87,10.93,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1997,NA
1998,155630,NA,ETO,USA,12 AF,27 FBG,A36,NA,NA,SERRAGIA AIRFIELD,CORSICA,41.501017,8.993486,90183,FRANCE,44 00 N 000 40 E,NA,NA,NA,44,0.67,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1998,NA
1999,155798,NA,MTO,USA,9 AF,98 BG,B24,NA,NA,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,NA,ITALY,REGGIO,NA,NA,NA,38.12,15.65,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,29.25,NA,NA,99,1999,NA
2000,155799,NA,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,REGGIO,NA,NA,NA,38.12,15.65,0,28,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,121,2000,NA
2001,155814,NA,MTO,GREAT BRITAIN,RAF,178 SQDN,LIB,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,GREECE,REGGIO DI CALABRIA,NA,NA,NA,38.1,15.65,NA,6,6,6,NA,NA,NA,NA,0,1000 LB GP (GP-M44/M65),NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,24,NA,NA,699137,2001,NA
2002,155815,NA,MTO,GREAT BRITAIN,RAF,178 SQDN,LIB,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,GREECE,REGGIO DI CALABRIA,NA,NA,NA,38.1,15.65,NA,6,6,6,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,3,NA,NA,699138,2002,NA
2003,155818,NA,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,GALAAT EL ANDELESS,NA,NA,NA,33.89,9.54,0,12,NA,NA,NA,NA,NA,NA,NA,250 LB GP (GP-M57),NA,11.625,NA,NA,NA,0,NA,NA,NA,0,NA,11.625,NA,NA,NA,2003,NA
2004,156067,NA,MTO,USA,9 AF,376 BG,B24,NA,NA,BENGHAZI,LIBYA,32.096944,20.269444,NA,ITALY,REGGIO,NA,NA,NA,38.12,15.65,0,27,25,25,NA,NA,NA,NA,259,500 LB GP (GP-M43/M64),NA,64.75,NA,NA,NA,0,NA,NA,NA,0,NA,64.75,NA,NA,122,2004,NA
2005,156068,NA,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,MASSICAULT J 835445 AND AREA TJ 7842,NA,NA,NA,36.7,9.87,106,27,27,27,NA,NA,NA,NA,216,250 LB GP (GP-M57),NA,27,NA,NA,NA,0,NA,NA,NA,0,NA,27,758,NA,NA,2005,NA
2006,156069,NA,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,MASSICAULT J 835445 AND AREA TJ 7842,NA,NA,NA,36.7,9.87,106,27,27,27,NA,NA,NA,NA,142,300 LB GP (GP-31),NA,21.3,NA,NA,NA,0,NA,NA,NA,0,NA,21.3,758,NA,NA,2006,NA
2007,156150,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,28843,ITALY,MONTEROTONDO,NA,NA,NA,42.05,12.6,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2007,NA
2008,156151,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,12532,ITALY,EMPOLI,NA,NA,NA,43.72,10.95,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2008,NA
2009,156152,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,90525,ITALY,43 20 N 010 20 E,NA,NA,NA,43.33,10.33,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2009,NA
2010,156374,NA,MTO,USA,9 AF,98 BG,B24,NA,NA,BENINA (SOLUCH AIRFIELD),LIBYA,32.096944,20.269444,NA,ITALY,REGGIO,NA,NA,NA,38.12,15.65,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,57.09,NA,NA,100,2010,NA
2011,156393,NA,MTO,USA,9 AF,12 BG,B25,NA,NA,SFAX,TUNISIA,34.717778,10.690833,NA,TUNISIA,KELIBIA TK 8869,NA,NA,NA,36.85,11.1,85,9,9,9,NA,NA,NA,NA,54,500 LB GP (GP-M43/M64),NA,13.5,NA,NA,NA,0,NA,NA,NA,0,NA,13.5,1620,NA,NA,2011,NA
